3557;-23.74715956654105;97.1734809935306;45.92773153821607;16
5323;18.6399514878428;-76.4855861754897;-74.40842198508012;9
6859;-88.5672921162012;65.54477512903401;19.487387290217384;-1
6935;29.441654479880853;-78.85744370741985;80.97874856256287;-1
7345;69.15880098615361;-58.84279958738824;-62.31866743750995;15
9106;-93.1968131042191;-45.610474164473054;11.745299021412768;-1
9688;-20.70017072991432;-85.8802007303315;47.84673638141963;-1
9905;-92.51340907891353;-45.62095229430602;-26.051118752193048;11
10022;-11.885564996873644;74.20883732234724;-73.90223022378163;10
10699;1.934559027679928;18.5868251609324;-105.1837351686796;-1
11188;17.68300851022998;-62.91096435127963;-88.84840221563823;-1
11420;72.5182531110821;79.55138432701499;45.86643155547036;6
11482;-35.877779145262345;-93.8220839715115;41.44679796664853;-1
11720;-10.885361569401764;-104.31103622500284;0.0821664966794868;15
11758;-84.2297880968017;69.6247497131587;-33.6961324748568;-1
11901;59.68107595822873;-79.90459409354199;11.27294356437185;-1
12034;7.383869235155826;-55.385815756748514;97.20818939259912;7
12852;43.82723678159749;80.73967440742166;68.98405722142523;-1
13195;14.424047042121764;81.78325846169116;-74.88308191611871;-1
13276;-56.389143784623165;-92.48213709068295;-25.576072306135817;4
15974;-24.46041781700464;-53.68141769359882;88.92624439157652;4
17226;-51.13078234943486;-85.13153737935822;17.3743990040258;-1
17734;-62.54820539017454;52.87765808833024;-77.83905783394519;4
18110;92.6142342823466;44.265171289814816;-48.17131805236456;10
18472;-94.62153344711848;51.92820830523839;34.63778374904321;4
20258;42.72589634025735;46.88205335935797;-90.03878402438104;-1
20301;-24.30568026452244;-78.22631340236592;75.2690642585957;11
20895;23.31845107437783;-31.1006061720997;-100.3328222756168;17
21683;-54.95562129298003;-46.94900815426709;74.88404982767798;13
22019;29.70754433244953;101.58937935318072;1.0776459947892825;14
22472;-85.43340236088845;41.41885520441882;54.68325487783015;13
23206;19.58511712547598;99.1888547493641;4.137101260277369;15
23335;3.729896320054373;-16.053581368594422;-106.19793108943122;13
25593;-68.5735977597848;-87.52278562272755;23.00416401983266;-1
25651;-38.58920798520472;4.542882347380239;100.6689344366135;8
25652;-70.59257032772462;-19.735164529328667;75.05336939004398;-1
25748;-50.924802324754936;-91.8408274741298;-33.232408645227885;-1
26131;-59.16212595328984;79.85766662304393;55.50911079966839;3
26257;27.203844578847043;84.22004402070161;64.39176510016043;-1
26820;-63.95962831722265;87.47462390259014;12.627962094908222;-1
26829;62.44599003188453;86.03607346767936;-27.98040359568221;-1
26848;-92.31199252987382;-54.53237110744554;-13.40968872010181;-1
